image,true_class,predicted_class,confidence
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B 9481_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.7178407907485962
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___healthy\111cd9d8-4d27-4225-be9e-d29b21cf56b9___RS_HL 5419_flipTB.JPG,Potato___healthy,Soybean___healthy,0.7171286344528198
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Northern_Leaf_Blight\cebcbe6b-0ed3-4397-b94a-bd40ab1094e7___RS_NLB 3698.JPG,Corn_(maize)___Northern_Leaf_Blight,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.7163636088371277
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Strawberry___Leaf_scorch\6c63ab7c-68a8-4ff8-a001-f3e7cf16f722___RS_L.Scorch 9913.JPG,Strawberry___Leaf_scorch,Tomato___Early_blight,0.7162967324256897
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___Apple_scab\9e4d949f-0d9b-4b61-8ce9-574664176efc___FREC_Scab 3022.JPG,Apple___Apple_scab,"Pepper,_bell___Bacterial_spot",0.7157690525054932
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\d3cbf715-a2a3-4024-ac5d-c6ae21a77720___RS_LB 2735_180deg.JPG,Potato___Late_blight,Tomato___Late_blight,0.7150238156318665
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Leaf_Mold\6e33ee8d-616a-47f2-8229-d4375c47346c___Crnl_L.Mold 8795.JPG,Tomato___Leaf_Mold,Tomato___Late_blight,0.7148951292037964
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Leaf_Mold\f49fa2e7-d767-4d97-8b57-026388fe548a___Crnl_L.Mold 9033.JPG,Tomato___Leaf_Mold,Tomato___Late_blight,0.7138581275939941
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\0a5edec2-e297-4a25-86fc-78f03772c100___JR_Sept.L.S 8468.JPG,Tomato___Septoria_leaf_spot,Tomato___Late_blight,0.7114776372909546
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___healthy\f0fdde26-78b4-46f0-9eb8-7c2a743d34aa___RS_HL 4165_90deg.JPG,Potato___healthy,Soybean___healthy,0.7107113003730774
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\e332b0b1-ed0c-49b0-aad2-da29a8636126___RS_Erly.B 9418.JPG,Tomato___Early_blight,Tomato___Late_blight,0.7100279331207275
"C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___healthy\4b305da8-ccc7-4c6c-938c-cef12420aaab___JR_HL 5954_flipTB.JPG","Pepper,_bell___healthy","Pepper,_bell___Bacterial_spot",0.7099170088768005
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Spider_mites Two-spotted_spider_mite\3d56ef50-1028-4b69-b04c-e1800cc740aa___Com.G_SpM_FL 1440_flipTB.JPG,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___Tomato_mosaic_virus,0.7098734974861145
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\a9bc0746-7cb8-4cf7-8998-27afed5648d8___RS_GLSp 7322.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.7084804773330688
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\c73fd35a-bc55-46c3-baf3-a943a6e396c5___RS_Erly.B 9563_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.7079991102218628
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___healthy\580e79e8-9e89-41c8-930c-bd3eafb818b2___Mt.N.V_HL 6196_new30degFlipLR.JPG,Grape___healthy,Apple___Apple_scab,0.707966685295105
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Peach___Bacterial_spot\d18a5e20-4cbd-4e33-9d7a-5bd47edc6633___Rutg._Bact.S 1452.JPG,Peach___Bacterial_spot,"Pepper,_bell___Bacterial_spot",0.7048182487487793
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\1c7e9ef5-bf97-4e53-b6c1-7fd148d043d5___Matt.S_CG 6482.JPG,Tomato___Septoria_leaf_spot,Apple___Cedar_apple_rust,0.7046046853065491
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___healthy\826bd506-04f2-424d-89da-7fe6ad6926b2___RS_HL 5757.JPG,Apple___healthy,Soybean___healthy,0.7042641043663025
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\725e8a79-eba4-480b-97b6-43c861ebc4c0___Com.G_TgS_FL 9665.JPG,Tomato___Target_Spot,Tomato___Bacterial_spot,0.7024608254432678
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Black_rot\55740c50-995e-4bd4-84a1-d73475041d43___FAM_B.Rot 0522.JPG,Grape___Black_rot,Grape___Esca_(Black_Measles),0.702419102191925
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Esca_(Black_Measles)\b51dd9b6-0ab4-411f-ad41-a1549b3ae488___FAM_B.Msls 3839.JPG,Grape___Esca_(Black_Measles),Grape___Black_rot,0.7020388245582581
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\b4cfa208-cee0-4383-b0e2-6988814fbb9a___RS_Erly.B 7645.JPG,Tomato___Early_blight,Tomato___Bacterial_spot,0.7018884420394897
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\c7900124-4885-46fa-95b8-f335fbcd48d7___RS_GLSp 4290 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.7018763422966003
"C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___Bacterial_spot\a73080aa-8609-4ca2-86ff-28440774f4b8___JR_B.Spot 8861.JPG","Pepper,_bell___Bacterial_spot","Pepper,_bell___healthy",0.7014319896697998
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___healthy\6422d3df-4b2d-4e73-b1c9-3da9f763cb75___RS_HL 7259_flipTB.JPG,Apple___healthy,Blueberry___healthy,0.7013446688652039
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1836cc95-03e5-4430-8cc1-cca482b94a0d___RS_GLSp 4289 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.7008123993873596
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\79c34498-d83f-4afd-a339-074b4dbb20bd___RS_Erly.B 8450_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.6999043226242065
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\b9a39437-94b7-41e3-b309-080e9a93d5ca___RS_GLSp 4440.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.6998105645179749
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Late_blight\f8176522-163b-48ee-a1a2-ea94c782b4ad___RS_Late.B 6137.JPG,Tomato___Late_blight,Potato___Late_blight,0.6996505260467529
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Peach___Bacterial_spot\d1f8da74-a218-486c-814e-6ccd0fc91d4b___Rut._Bact.S 0992.JPG,Peach___Bacterial_spot,"Pepper,_bell___Bacterial_spot",0.6995692253112793
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Spider_mites Two-spotted_spider_mite\629cdfbf-12bb-4f71-a0b5-3a6a7bdf634a___Com.G_SpM_FL 9488.JPG,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___Late_blight,0.697614848613739
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\eefcdf5d-5207-47ca-916d-0479f010bae8___RS_Erly.B 9482_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.6964672207832336
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Northern_Leaf_Blight\73cacf2f-57c4-4947-ae9b-69a9931d068c___RS_NLB 3910.JPG,Corn_(maize)___Northern_Leaf_Blight,Tomato___Late_blight,0.695690929889679
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\de66a37b-002d-4e21-8f4a-a34976b74892___RS_GLSp 9283.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.6953285932540894
"C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___healthy\4b305da8-ccc7-4c6c-938c-cef12420aaab___JR_HL 5954_180deg.JPG","Pepper,_bell___healthy","Pepper,_bell___Bacterial_spot",0.6947322487831116
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\e7e39ba3-b9af-4d5f-afb1-aea45e13446a___RS_LB 2876_180deg.JPG,Potato___Late_blight,Tomato___Late_blight,0.6932646632194519
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\47c05777-ef2f-4baf-8f1a-61ab067a4627___RS_Erly.B 7350_flipTB.JPG,Tomato___Early_blight,Tomato___Late_blight,0.6931121945381165
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\5a8d484b-77a7-48f7-90f2-abc064357924___Com.G_TgS_FL 9830_180deg.JPG,Tomato___Target_Spot,Tomato___Bacterial_spot,0.6928278207778931
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Leaf_Mold\6a72d24d-5705-4647-8a8c-77d2f268c08a___Crnl_L.Mold 8708.JPG,Tomato___Leaf_Mold,Tomato___Late_blight,0.6927564740180969
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___Black_rot\a0d95497-da4c-40dd-bc2a-d29d1629bd4f___JR_FrgE.S 8759_new30degFlipLR.JPG,Apple___Black_rot,Apple___Cedar_apple_rust,0.6915866136550903
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Tomato_Yellow_Leaf_Curl_Virus\feb114a3-a58f-47b6-b7e8-816ffb06bbc5___YLCV_GCREC 2338.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Spider_mites Two-spotted_spider_mite,0.6904548406600952
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\e7eabac8-f9ff-4ec1-b07b-c11791b47bda___Matt.S_CG 1677.JPG,Tomato___Septoria_leaf_spot,Tomato___Late_blight,0.6904536485671997
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\47447629-2229-4b3a-97bb-45deb6f71a87___Com.G_TgS_FL 8254.JPG,Tomato___Target_Spot,"Pepper,_bell___Bacterial_spot",0.6901060342788696
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Bacterial_spot\963e1eca-9916-4918-a2da-0f5feaef000a___UF.GRC_BS_Lab Leaf 0269.JPG,Tomato___Bacterial_spot,Tomato___Late_blight,0.6893552541732788
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\dda45973-b7a1-4080-93a2-bd7cd3e3026f___RS_Erly.B 8407_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.6889814138412476
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ec76caa7-e1a4-440e-9b4c-3ee355aac33b___RS_GLSp 4479.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.6884996294975281
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Raspberry___healthy\75516457-ea59-483c-821c-5f173575702f___Mary_HL 9225_270deg.JPG,Raspberry___healthy,Strawberry___healthy,0.6879194378852844
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\788de778-60e8-42ba-88ad-36440bdd5fa7___Matt.S_CG 6057.JPG,Tomato___Septoria_leaf_spot,Tomato___Late_blight,0.6874027848243713
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\c3e87759-e952-417b-9377-4d723cbe96d2___JR_Sept.L.S 2604.JPG,Tomato___Septoria_leaf_spot,Tomato___Late_blight,0.6860084533691406
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Black_rot\2d741855-2ea0-4103-8408-129208ebfb24___FAM_B.Rot 5013.JPG,Grape___Black_rot,Grape___Esca_(Black_Measles),0.6853412389755249
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___Apple_scab\91decba3-10b0-4d3e-974c-bcc7729e867d___FREC_Scab 3527_90deg.JPG,Apple___Apple_scab,Apple___Black_rot,0.6852891445159912
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Bacterial_spot\541eaa7a-3967-4c6a-8a5d-4c9a1ad1881d___UF.GRC_BS_Lab Leaf 9240.JPG,Tomato___Bacterial_spot,Tomato___Late_blight,0.6840807199478149
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Esca_(Black_Measles)\bd43f935-acbc-4880-b05f-bbb0eaa1cafb___FAM_B.Msls 4223.JPG,Grape___Esca_(Black_Measles),Grape___Black_rot,0.6824222803115845
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\0a3b6099-c254-4bc3-8360-53a9f558a0c4___Com.G_TgS_FL 8259.JPG,Tomato___Target_Spot,Tomato___healthy,0.6814548969268799
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Bacterial_spot\93330085-955f-4498-8159-77af45f02ea5___GCREC_Bact.Sp 5735.JPG,Tomato___Bacterial_spot,Tomato___Late_blight,0.6812438368797302
"C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___healthy\3d9886b0-d3cc-42d2-a41a-ec934b971bc9___JR_HL 8775_newPixel25.JPG","Pepper,_bell___healthy",Apple___Cedar_apple_rust,0.6804975271224976
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___Apple_scab\f96cb3b3-172a-44d8-9720-d6a3ed87ced9___FREC_Scab 3036_270deg.JPG,Apple___Apple_scab,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.6798076033592224
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Peach___Bacterial_spot\8be0b03a-0522-48cd-ac9e-91c4eb683413___Rutg._Bact.S 2145.JPG,Peach___Bacterial_spot,Apple___Cedar_apple_rust,0.6784704923629761
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\cd2cd0c6-bf72-4bfb-9647-58f5358638d4___Matt.S_CG 6020.JPG,Tomato___Septoria_leaf_spot,Tomato___Tomato_mosaic_virus,0.6775498390197754
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\d934ba74-0149-457f-b5e7-c11d595f285e___RS_Erly.B 7365_flipTB.JPG,Tomato___Early_blight,Tomato___Bacterial_spot,0.6775340437889099
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___Cedar_apple_rust\0321e067-d13b-47d0-b3a6-76ba6f357d02___FREC_C.Rust 3667_90deg.JPG,Apple___Cedar_apple_rust,Apple___Black_rot,0.6772538423538208
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\38c6a01b-91c0-431b-8f58-05fa43cf94b7___RS_Erly.B 9408.JPG,Tomato___Early_blight,Tomato___Late_blight,0.6765363812446594
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\6d8ec33d-fbf6-433d-acd9-feaa72ab839a___Matt.S_CG 7609.JPG,Tomato___Septoria_leaf_spot,Grape___Esca_(Black_Measles),0.6763010025024414
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Spider_mites Two-spotted_spider_mite\dba37938-bb5c-41cd-9a81-76827e1e2bbd___Com.G_SpM_FL 9466.JPG,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___Late_blight,0.6761703491210938
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___Apple_scab\f18c0441-917e-4f34-b26e-a1a71d0adec2___FREC_Scab 3429.JPG,Apple___Apple_scab,Apple___healthy,0.6757482886314392
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\c27f6ed4-7ae2-4187-8e96-edafd886f123___RS_Erly.B 7618_flipTB.JPG,Tomato___Early_blight,Tomato___Late_blight,0.6753824353218079
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\7ed442ab-2005-4fe8-98a6-82b1b4d7f1a9___Keller.St_CG 1843.JPG,Tomato___Septoria_leaf_spot,Tomato___Late_blight,0.6748037338256836
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Leaf_Mold\407519ba-54e6-4779-a886-8163cab06a04___Crnl_L.Mold 8807.JPG,Tomato___Leaf_Mold,Tomato___Late_blight,0.6739304065704346
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\dc6eeebe-ebc4-406c-b5df-f4861f491db8___RS_Erly.B 9615.JPG,Tomato___Early_blight,Tomato___Late_blight,0.6738970279693604
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Raspberry___healthy\d9d314cb-8870-463d-92fc-2561070b7580___Mary_HL 9176_180deg.JPG,Raspberry___healthy,Strawberry___healthy,0.6735589504241943
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\caf4e799-6574-4eb6-81df-edd5d256fd45___RS_Erly.B 7536_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.6734675168991089
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\1b4a2ad5-057d-4fac-9188-648edbe49751___RS_Erly.B 7767.JPG,Tomato___Early_blight,Tomato___Target_Spot,0.6731268763542175
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\5ad9dba9-ed81-437e-8d5d-1d6660514462___RS_LB 4439.JPG,Potato___Late_blight,Tomato___Late_blight,0.6730890870094299
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\5e77f244-af69-4b7e-aba2-40cda5efd445___Com.G_TgS_FL 1065_flipTB.JPG,Tomato___Target_Spot,Tomato___healthy,0.6730597615242004
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\06c943c3-7c61-46ec-a6ce-5c8f0536d2b4___FAM_L.Blight 1459_flipLR.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Tomato___Bacterial_spot,0.672675371170044
"C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___healthy\0eb476b9-8b21-4b24-adef-7db813abbca3___JR_HL 7926_newPixel25.JPG","Pepper,_bell___healthy",Peach___healthy,0.6720036268234253
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Late_blight\d674cbf6-0cdc-407a-97ea-c3f53f2c51e4___GH_HL Leaf 170.JPG,Tomato___Late_blight,Tomato___healthy,0.6707420945167542
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a7d66cfb-8c5d-48ea-ae2b-ca7ca7035f56___YLCV_NREC 2311.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Spider_mites Two-spotted_spider_mite,0.6683669090270996
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Northern_Leaf_Blight\ea41c5a7-8436-4ee5-b528-4c0f5b656e82___RS_NLB 3786.JPG,Corn_(maize)___Northern_Leaf_Blight,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.6674883961677551
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\fb956247-8c0b-486a-b491-4d49e77e598e___RS_Erly.B 7842_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.6666466593742371
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\8b0ef54c-6d28-47bb-a657-287afbb8a620___RS_LB 3298.JPG,Potato___Late_blight,Tomato___Late_blight,0.6665847897529602
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Leaf_Mold\fe60a756-1145-4ed4-9496-af5f387f0222___Crnl_L.Mold 8965.JPG,Tomato___Leaf_Mold,Tomato___Late_blight,0.666096031665802
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\dd55ba8d-a425-4b06-9996-bbf315d71e6e___RS_LB 2737.JPG,Potato___Late_blight,Tomato___Late_blight,0.6659780144691467
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\893b7469-eb50-4567-9292-dc8f7610c311___RS_Erly.B 6442.JPG,Tomato___Early_blight,Tomato___Bacterial_spot,0.6656727194786072
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\93935af4-3aae-4dd6-90d9-fb28e439faf0___RS_LB 3299_flipTB.JPG,Potato___Late_blight,Tomato___Late_blight,0.6655120849609375
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\0b6c4305-0cdc-4150-914b-5d7a5acb7881___Com.G_TgS_FL 8257_180deg.JPG,Tomato___Target_Spot,Tomato___healthy,0.6651745438575745
